0.43613, 1.15776, 1.15776, 0.05741, 0.05741, 0.04959, 0.04959
0.44263, 1.16285, 1.16285, 0.05690, 0.05690, 0.04893, 0.04893
0.44914, 1.16020, 1.16020, 0.05812, 0.05812, 0.05010, 0.05010
0.45564, 1.16018, 1.16018, 0.05979, 0.05979, 0.05153, 0.05153
0.46215, 1.16030, 1.16030, 0.06003, 0.06003, 0.05174, 0.05174
0.46865, 1.16718, 1.16718, 0.06218, 0.06218, 0.05327, 0.05327
0.47516, 1.16956, 1.16956, 0.06452, 0.06452, 0.05517, 0.05517
0.48167, 1.16706, 1.16706, 0.06617, 0.06617, 0.05670, 0.05670
0.48817, 1.17165, 1.17165, 0.06701, 0.06701, 0.05719, 0.05719
0.49468, 1.17226, 1.17226, 0.07150, 0.07150, 0.06100, 0.06100
0.50119, 1.17539, 1.17539, 0.07241, 0.07241, 0.06160, 0.06160
0.50770, 1.17792, 1.17792, 0.07611, 0.07611, 0.06461, 0.06461
0.51421, 1.18141, 1.18141, 0.07702, 0.07702, 0.06520, 0.06520
0.52072, 1.18158, 1.18158, 0.08123, 0.08123, 0.06875, 0.06875
0.52723, 1.18284, 1.18284, 0.08439, 0.08439, 0.07134, 0.07134
0.53374, 1.18955, 1.18955, 0.08843, 0.08843, 0.07434, 0.07434
0.54025, 1.19417, 1.19417, 0.08995, 0.08995, 0.07533, 0.07533
0.54676, 1.20102, 1.20102, 0.09321, 0.09321, 0.07761, 0.07761
0.55327, 1.20841, 1.20841, 0.09720, 0.09720, 0.08043, 0.08043
0.55978, 1.21135, 1.21135, 0.10274, 0.10274, 0.08481, 0.08481
0.56629, 1.20536, 1.20536, 0.10800, 0.10800, 0.08960, 0.08960
0.57281, 1.20732, 1.20732, 0.11411, 0.11411, 0.09452, 0.09452
0.57932, 1.21009, 1.21009, 0.11939, 0.11939, 0.09866, 0.09866
0.58583, 1.21096, 1.21096, 0.12355, 0.12355, 0.10203, 0.10203
0.59235, 1.21386, 1.21386, 0.12722, 0.12722, 0.10481, 0.10481
0.59886, 1.21305, 1.21305, 0.12986, 0.12986, 0.10705, 0.10705
0.60538, 1.21236, 1.21236, 0.13102, 0.13102, 0.10807, 0.10807
0.61189, 1.21413, 1.21413, 0.13318, 0.13318, 0.10969, 0.10969
0.61841, 1.21135, 1.21135, 0.13467, 0.13467, 0.11117, 0.11117
0.62492, 1.20965, 1.20965, 0.13788, 0.13788, 0.11398, 0.11398
0.63144, 1.20843, 1.20843, 0.13800, 0.13800, 0.11420, 0.11420
0.70968, 1.19262, 1.19262, 0.14518, 0.14518, 0.12173, 0.12173
0.71620, 1.18567, 1.18567, 0.14445, 0.14445, 0.12183, 0.12183
0.72272, 1.17709, 1.17709, 0.14440, 0.14440, 0.12267, 0.12267
0.72925, 1.16717, 1.16793, 0.14346, 0.14180, 0.12291, 0.12141
0.73577, 1.15729, 1.15808, 0.14007, 0.13838, 0.12103, 0.11949
0.74230, 1.14781, 1.14863, 0.13768, 0.13595, 0.11995, 0.11836
0.74882, 1.13898, 1.13982, 0.13683, 0.13504, 0.12013, 0.11848
0.75535, 1.12823, 1.12910, 0.13637, 0.13452, 0.12087, 0.11914
0.76187, 1.11848, 1.11937, 0.13500, 0.13309, 0.12070, 0.11890
0.76840, 1.11165, 1.11258, 0.13247, 0.13053, 0.11917, 0.11732
0.77492, 1.10543, 1.10639, 0.13160, 0.12959, 0.11904, 0.11713
0.78145, 1.09659, 1.09757, 0.12905, 0.12701, 0.11768, 0.11572
0.78798, 1.09171, 1.09273, 0.12826, 0.12616, 0.11749, 0.11545
0.79451, 1.08463, 1.08568, 0.12579, 0.12365, 0.11597, 0.11389
0.80104, 1.08094, 1.08202, 0.12540, 0.12318, 0.11601, 0.11384
0.80756, 1.07499, 1.07610, 0.12477, 0.12248, 0.11606, 0.11382
0.81409, 1.07089, 1.07204, 0.12456, 0.12219, 0.11631, 0.11398
0.82062, 1.06942, 1.07061, 0.12325, 0.12082, 0.11525, 0.11286
0.82715, 1.06600, 1.06723, 0.12226, 0.11977, 0.11469, 0.11222
0.83368, 1.06356, 1.06483, 0.12082, 0.11827, 0.11360, 0.11107
0.84022, 1.06195, 1.06326, 0.12089, 0.11824, 0.11383, 0.11121
0.84675, 1.06043, 1.06179, 0.11923, 0.11654, 0.11244, 0.10976
0.85328, 1.06063, 1.06204, 0.11764, 0.11489, 0.11091, 0.10818
0.85981, 1.05969, 1.06115, 0.11969, 0.11679, 0.11295, 0.11006
0.86634, 1.05681, 1.05831, 0.11862, 0.11565, 0.11224, 0.10928
0.87288, 1.05536, 1.05690, 0.11741, 0.11437, 0.11125, 0.10821
0.87941, 1.05564, 1.05724, 0.11554, 0.11245, 0.10945, 0.10636
0.88595, 1.05239, 1.05403, 0.11598, 0.11278, 0.11020, 0.10700
0.89248, 1.05177, 1.05347, 0.11675, 0.11342, 0.11100, 0.10767
0.89902, 1.05166, 1.05341, 0.11410, 0.11075, 0.10850, 0.10513
0.90555, 1.05052, 1.05233, 0.11316, 0.10973, 0.10772, 0.10427
0.91209, 1.04900, 1.05086, 0.11261, 0.10908, 0.10735, 0.10380
0.91862, 1.04834, 1.05026, 0.11274, 0.10910, 0.10754, 0.10388
0.92516, 1.04668, 1.04865, 0.11153, 0.10782, 0.10656, 0.10282
0.93170, 1.04762, 1.04966, 0.11134, 0.10752, 0.10628, 0.10243
0.93824, 1.04298, 1.04507, 0.11042, 0.10651, 0.10587, 0.10192
0.94477, 1.04721, 1.04937, 0.11077, 0.10674, 0.10578, 0.10171
